Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,Region,EnglishOccupation
56,10000,0-1 Miles,1,0,0,Europe,Manual
56,10000,1-2 Miles,1,1,0,Europe,Manual
57,10000,2-5 Miles,1,1,0,Europe,Manual
68,30000,0-1 Miles,1,0,0,Europe,Clerical
70,20000,0-1 Miles,1,0,0,Europe,Manual
65,20000,0-1 Miles,1,0,0,Europe,Manual
64,30000,0-1 Miles,1,0,0,Europe,Clerical
69,30000,0-1 Miles,1,0,0,Europe,Clerical
31,10000,2-5 Miles,0,1,0,Pacific,Manual
32,10000,0-1 Miles,0,1,0,Pacific,Manual
32,10000,2-5 Miles,0,1,0,Pacific,Manual
31,10000,2-5 Miles,0,1,0,Pacific,Manual
31,20000,0-1 Miles,1,0,0,Pacific,Clerical
33,10000,2-5 Miles,1,1,0,Pacific,Manual
32,10000,2-5 Miles,1,0,1,Pacific,Manual
32,20000,0-1 Miles,1,0,0,Pacific,Clerical
33,10000,1-2 Miles,0,0,1,Pacific,Manual
33,20000,0-1 Miles,1,0,0,Pacific,Clerical
34,10000,1-2 Miles,0,0,1,Pacific,Manual
34,20000,0-1 Miles,1,0,0,Pacific,Manual
34,20000,0-1 Miles,0,0,0,Pacific,Manual
34,20000,0-1 Miles,1,0,0,Pacific,Manual
68,20000,1-2 Miles,1,0,0,Europe,Manual
39,20000,0-1 Miles,0,0,1,Europe,Manual
44,20000,1-2 Miles,1,0,1,Europe,Manual
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
45,30000,0-1 Miles,1,0,0,Europe,Clerical
45,30000,0-1 Miles,1,0,0,Europe,Clerical
51,10000,2-5 Miles,1,1,1,Europe,Manual
51,20000,2-5 Miles,1,0,1,Europe,Manual
51,20000,0-1 Miles,0,0,1,Europe,Manual
40,20000,0-1 Miles,0,0,1,Europe,Manual
52,10000,1-2 Miles,0,1,1,Europe,Manual
47,20000,2-5 Miles,1,1,0,Europe,Manual
53,20000,2-5 Miles,1,1,0,Europe,Manual
53,30000,0-1 Miles,1,0,0,Europe,Clerical
45,30000,0-1 Miles,1,0,0,Europe,Clerical
51,30000,0-1 Miles,1,0,0,Europe,Clerical
52,30000,0-1 Miles,1,0,0,Europe,Clerical
51,40000,0-1 Miles,1,0,0,Europe,Clerical
53,30000,0-1 Miles,1,0,0,Europe,Clerical
41,10000,0-1 Miles,1,0,2,Europe,Manual
35,20000,2-5 Miles,1,1,0,Europe,Manual
41,30000,0-1 Miles,1,0,0,Europe,Clerical
42,10000,0-1 Miles,1,0,2,Europe,Manual
42,10000,0-1 Miles,1,0,2,Europe,Manual
41,30000,0-1 Miles,1,0,0,Europe,Clerical
36,30000,0-1 Miles,0,0,0,Europe,Clerical
36,40000,0-1 Miles,1,0,0,Europe,Clerical
36,40000,0-1 Miles,1,0,0,Europe,Clerical
36,20000,2-5 Miles,1,1,0,Europe,Manual
36,30000,0-1 Miles,0,0,0,Europe,Clerical
42,30000,0-1 Miles,1,0,0,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
59,10000,0-1 Miles,0,2,0,Europe,Manual
32,10000,0-1 Miles,0,1,2,Europe,Manual
32,10000,0-1 Miles,1,1,2,Europe,Manual
43,10000,0-1 Miles,1,1,2,Europe,Manual
67,90000,2-5 Miles,0,2,0,Europe,Professional
62,130000,0-1 Miles,1,3,4,Europe,Management
67,130000,5-10 Miles,1,3,4,Europe,Management
67,130000,0-1 Miles,1,4,4,Europe,Management
61,60000,10+ Miles,1,4,1,Europe,Skilled Manual
55,70000,2-5 Miles,0,2,1,Europe,Professional
66,80000,2-5 Miles,0,2,0,Europe,Professional
66,90000,2-5 Miles,0,2,0,Europe,Professional
66,150000,5-10 Miles,0,4,4,Europe,Management
65,80000,10+ Miles,1,2,0,Europe,Professional
65,100000,10+ Miles,1,4,3,Europe,Management
65,100000,2-5 Miles,0,4,3,Europe,Management
65,130000,0-1 Miles,1,4,4,Europe,Professional
60,130000,0-1 Miles,0,4,4,Europe,Professional
57,80000,2-5 Miles,0,1,2,Europe,Professional
58,80000,10+ Miles,1,2,2,Europe,Professional
57,90000,2-5 Miles,1,1,2,Europe,Professional
46,100000,10+ Miles,1,2,4,Europe,Professional
57,130000,0-1 Miles,0,4,4,Europe,Professional
57,130000,0-1 Miles,0,4,4,Europe,Professional
51,130000,0-1 Miles,0,1,5,Europe,Professional
47,100000,10+ Miles,1,4,4,Europe,Management
58,100000,10+ Miles,1,4,4,Europe,Management
58,110000,10+ Miles,1,1,5,Europe,Management
58,130000,10+ Miles,1,2,5,Europe,Professional
52,130000,10+ Miles,0,2,5,Europe,Professional
58,150000,0-1 Miles,1,3,5,Europe,Management
58,170000,10+ Miles,0,3,5,Europe,Management
59,90000,10+ Miles,1,2,1,Europe,Professional
53,120000,10+ Miles,1,3,5,Europe,Professional
60,70000,2-5 Miles,1,2,2,Europe,Skilled Manual
60,80000,10+ Miles,1,3,1,Europe,Professional
55,80000,10+ Miles,1,2,2,Europe,Professional
60,90000,10+ Miles,1,3,1,Europe,Professional
60,130000,10+ Miles,1,3,5,Europe,Professional
60,170000,0-1 Miles,0,4,5,Europe,Management
56,100000,10+ Miles,1,4,4,Europe,Management
61,130000,0-1 Miles,0,3,5,Europe,Management
61,170000,0-1 Miles,0,4,5,Europe,Management
62,100000,5-10 Miles,1,4,4,Europe,Management
63,70000,10+ Miles,1,4,1,Europe,Skilled Manual
63,90000,5-10 Miles,1,3,1,Europe,Management
63,90000,5-10 Miles,0,3,1,Europe,Management
57,130000,10+ Miles,1,4,5,Europe,Management
58,150000,0-1 Miles,0,4,5,Europe,Management
64,130000,0-1 Miles,0,4,5,Europe,Professional
36,70000,5-10 Miles,0,2,0,Pacific,Professional
35,70000,10+ Miles,0,3,0,Pacific,Professional
35,70000,10+ Miles,0,3,0,Pacific,Professional
35,70000,10+ Miles,1,3,0,Pacific,Professional
35,80000,10+ Miles,1,2,0,Pacific,Professional
36,70000,10+ Miles,1,3,0,Pacific,Professional
37,60000,10+ Miles,1,4,0,Pacific,Professional
36,80000,10+ Miles,0,3,0,Pacific,Professional
36,80000,10+ Miles,1,3,0,Pacific,Professional
36,90000,10+ Miles,0,2,0,Pacific,Professional
36,90000,10+ Miles,0,2,0,Pacific,Professional
37,90000,10+ Miles,1,2,0,Pacific,Professional
37,90000,10+ Miles,1,3,0,Pacific,Professional
33,90000,10+ Miles,1,3,0,Pacific,Professional
32,100000,10+ Miles,1,2,5,Pacific,Management
38,100000,10+ Miles,0,2,5,Pacific,Management
32,110000,10+ Miles,0,3,5,Pacific,Management
32,110000,10+ Miles,0,3,5,Pacific,Management
33,120000,10+ Miles,1,4,5,Pacific,Professional
40,90000,10+ Miles,0,3,0,Pacific,Professional
35,100000,10+ Miles,1,3,5,Pacific,Management
41,100000,10+ Miles,1,4,5,Pacific,Professional
41,130000,0-1 Miles,1,4,5,Pacific,Professional
40,130000,0-1 Miles,1,4,5,Pacific,Management
35,160000,10+ Miles,0,4,5,Pacific,Management
64,90000,5-10 Miles,1,2,0,North America,Management
69,110000,2-5 Miles,0,1,4,North America,Management
70,130000,2-5 Miles,1,4,3,North America,Management
64,80000,1-2 Miles,0,2,0,North America,Management
69,80000,5-10 Miles,1,2,0,North America,Management
38,10000,0-1 Miles,0,2,0,Europe,Manual
38,10000,1-2 Miles,0,2,0,Europe,Manual
48,60000,0-1 Miles,0,4,4,Pacific,Professional
48,60000,5-10 Miles,1,2,2,Pacific,Professional
48,60000,5-10 Miles,1,2,2,Pacific,Professional
48,60000,0-1 Miles,0,2,2,Pacific,Professional
31,30000,2-5 Miles,0,1,0,Europe,Clerical
31,20000,0-1 Miles,0,2,0,Europe,Manual
31,20000,1-2 Miles,1,2,0,Europe,Manual
31,20000,1-2 Miles,0,2,0,Europe,Manual
31,20000,1-2 Miles,0,2,0,Europe,Manual
32,30000,2-5 Miles,1,1,0,Europe,Clerical
33,30000,2-5 Miles,0,1,0,Europe,Clerical
37,30000,2-5 Miles,0,1,0,Europe,Manual
32,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
33,20000,1-2 Miles,0,2,0,Europe,Manual
38,30000,1-2 Miles,0,1,0,Europe,Manual
38,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
38,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
39,20000,1-2 Miles,0,2,0,Europe,Manual
33,30000,2-5 Miles,0,1,0,Europe,Manual
39,30000,1-2 Miles,0,1,0,Europe,Manual
39,30000,2-5 Miles,0,1,0,Europe,Manual
33,40000,0-1 Miles,0,1,1,Europe,Clerical
34,40000,1-2 Miles,1,0,2,Europe,Clerical
40,10000,0-1 Miles,0,2,0,Europe,Manual
40,20000,0-1 Miles,0,2,0,Europe,Manual
35,20000,1-2 Miles,0,2,0,Europe,Manual
35,30000,2-5 Miles,1,1,0,Europe,Manual
40,30000,2-5 Miles,1,1,0,Europe,Manual
41,40000,1-2 Miles,1,0,2,Europe,Clerical
40,40000,0-1 Miles,1,1,2,Europe,Clerical
40,40000,1-2 Miles,1,1,2,Europe,Clerical
40,40000,1-2 Miles,1,1,2,Europe,Clerical
35,40000,1-2 Miles,1,1,2,Europe,Clerical
40,40000,0-1 Miles,1,2,2,Europe,Clerical
40,40000,1-2 Miles,1,2,2,Europe,Clerical
34,40000,0-1 Miles,1,2,2,Europe,Clerical
41,40000,1-2 Miles,1,2,2,Europe,Clerical
41,50000,1-2 Miles,0,0,0,Europe,Skilled Manual
35,50000,1-2 Miles,1,0,0,Europe,Skilled Manual
41,50000,1-2 Miles,0,0,0,Europe,Skilled Manual
36,40000,1-2 Miles,1,0,3,North America,Clerical
36,40000,1-2 Miles,1,0,3,North America,Clerical
36,40000,0-1 Miles,1,1,3,North America,Clerical
81,50000,1-2 Miles,1,0,0,North America,Skilled Manual
40,60000,1-2 Miles,0,0,0,North America,Skilled Manual
45,60000,1-2 Miles,0,0,0,North America,Skilled Manual
45,60000,0-1 Miles,0,0,0,North America,Skilled Manual
34,60000,1-2 Miles,1,0,0,North America,Skilled Manual
39,60000,0-1 Miles,1,0,0,North America,Skilled Manual
58,20000,1-2 Miles,0,2,0,North America,Manual
58,30000,5-10 Miles,1,1,0,North America,Skilled Manual
58,30000,2-5 Miles,1,1,0,North America,Skilled Manual
53,30000,5-10 Miles,1,1,0,North America,Skilled Manual
58,30000,5-10 Miles,1,1,0,North America,Skilled Manual
46,20000,1-2 Miles,0,2,0,North America,Clerical
51,30000,5-10 Miles,1,1,0,North America,Manual
57,30000,5-10 Miles,1,1,0,North America,Clerical
57,40000,0-1 Miles,1,1,0,North America,Clerical
57,40000,0-1 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
50,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,1-2 Miles,1,1,0,North America,Clerical
56,40000,0-1 Miles,1,1,0,North America,Clerical
56,40000,0-1 Miles,1,1,0,North America,Clerical
45,40000,0-1 Miles,1,1,0,North America,Clerical
50,80000,1-2 Miles,1,0,0,North America,Skilled Manual
55,40000,0-1 Miles,1,1,0,North America,Clerical
55,40000,0-1 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,0-1 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
54,40000,1-2 Miles,1,1,0,North America,Clerical
42,60000,0-1 Miles,1,0,0,North America,Skilled Manual
53,60000,1-2 Miles,1,0,0,North America,Skilled Manual
53,60000,0-1 Miles,1,0,0,North America,Skilled Manual
53,60000,1-2 Miles,1,0,0,North America,Skilled Manual
53,60000,1-2 Miles,1,0,0,North America,Skilled Manual
53,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
43,30000,1-2 Miles,1,0,0,Europe,Clerical
43,30000,1-2 Miles,0,0,1,Europe,Clerical
43,30000,1-2 Miles,0,0,1,Europe,Clerical
38,40000,0-1 Miles,1,0,0,Europe,Clerical
43,40000,0-1 Miles,1,0,0,Europe,Clerical
43,40000,0-1 Miles,1,0,0,Europe,Clerical
44,10000,0-1 Miles,1,1,3,Europe,Manual
39,20000,2-5 Miles,1,1,1,Europe,Manual
44,20000,2-5 Miles,1,1,1,Europe,Manual
33,20000,0-1 Miles,0,1,1,Europe,Manual
38,30000,2-5 Miles,1,0,1,Europe,Clerical
45,20000,2-5 Miles,1,1,1,Europe,Manual
45,20000,2-5 Miles,1,1,1,Europe,Manual
44,40000,0-1 Miles,1,0,0,Europe,Clerical
39,30000,2-5 Miles,1,1,1,Europe,Clerical
45,30000,0-1 Miles,1,1,1,Europe,Skilled Manual
39,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
46,10000,0-1 Miles,1,2,3,Europe,Manual
35,20000,0-1 Miles,1,0,2,Europe,Manual
45,20000,0-1 Miles,0,1,2,Europe,Manual
46,20000,0-1 Miles,1,1,2,Europe,Manual
46,30000,0-1 Miles,1,2,1,Europe,Skilled Manual
36,10000,0-1 Miles,1,1,2,Europe,Manual
47,10000,0-1 Miles,1,1,2,Europe,Manual
47,10000,0-1 Miles,1,1,2,Europe,Manual
47,20000,0-1 Miles,1,2,2,Europe,Manual
42,20000,0-1 Miles,1,2,2,Europe,Manual
42,20000,0-1 Miles,1,0,3,Europe,Manual
36,20000,0-1 Miles,1,0,3,Europe,Manual
42,20000,0-1 Miles,1,0,3,Europe,Manual
48,20000,0-1 Miles,1,2,3,Europe,Manual
39,40000,0-1 Miles,1,0,0,Europe,Professional
45,40000,0-1 Miles,0,0,0,Europe,Professional
45,40000,0-1 Miles,1,0,0,Europe,Professional
45,60000,0-1 Miles,0,0,0,Europe,Skilled Manual
46,40000,0-1 Miles,1,0,0,Europe,Professional
41,30000,0-1 Miles,0,2,2,Europe,Clerical
47,30000,0-1 Miles,1,2,2,Europe,Clerical
36,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
37,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
33,20000,2-5 Miles,0,1,0,Europe,Manual
32,30000,0-1 Miles,1,1,3,Europe,Clerical
32,30000,0-1 Miles,1,1,3,Europe,Clerical
32,30000,0-1 Miles,1,2,3,Europe,Clerical
32,30000,0-1 Miles,1,2,3,Europe,Clerical
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
43,30000,0-1 Miles,1,1,0,Europe,Clerical
49,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
49,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
49,40000,0-1 Miles,1,1,0,Europe,Skilled Manual
33,30000,0-1 Miles,1,2,3,Europe,Clerical
33,30000,0-1 Miles,0,2,3,Europe,Clerical
33,30000,0-1 Miles,1,3,4,Europe,Clerical
33,30000,0-1 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,1,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
33,30000,0-1 Miles,0,1,0,Europe,Clerical
35,20000,2-5 Miles,0,1,0,Europe,Manual
36,10000,0-1 Miles,0,2,0,Europe,Manual
35,20000,1-2 Miles,0,1,0,Europe,Manual
35,20000,2-5 Miles,0,1,0,Europe,Manual
36,30000,2-5 Miles,1,1,0,Europe,Clerical
36,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
31,40000,0-1 Miles,1,0,1,Europe,Skilled Manual
52,60000,0-1 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
52,60000,1-2 Miles,1,0,0,North America,Skilled Manual
39,40000,0-1 Miles,1,2,4,North America,Clerical
39,40000,0-1 Miles,1,2,4,North America,Clerical
38,50000,0-1 Miles,1,0,0,North America,Skilled Manual
71,170000,0-1 Miles,1,4,2,North America,Management
49,10000,0-1 Miles,1,0,0,Europe,Manual
44,10000,0-1 Miles,1,0,0,Europe,Manual
50,10000,0-1 Miles,1,0,0,Europe,Manual
45,10000,0-1 Miles,1,0,0,Europe,Manual
50,20000,0-1 Miles,1,0,0,Europe,Clerical
76,20000,0-1 Miles,1,0,0,Europe,Clerical
75,30000,0-1 Miles,1,0,0,Europe,Clerical
49,30000,0-1 Miles,1,0,0,Europe,Clerical
49,30000,0-1 Miles,1,0,0,Europe,Clerical
53,10000,0-1 Miles,1,0,0,Europe,Manual
53,10000,0-1 Miles,1,0,0,Europe,Manual
49,10000,0-1 Miles,1,0,0,Europe,Manual
55,20000,0-1 Miles,1,0,0,Europe,Clerical
38,20000,0-1 Miles,1,0,0,Europe,Clerical
56,10000,0-1 Miles,1,0,0,Europe,Manual
56,10000,0-1 Miles,1,1,0,Europe,Manual
57,10000,0-1 Miles,1,1,0,Europe,Manual
68,20000,0-1 Miles,1,0,0,Europe,Clerical
73,20000,0-1 Miles,1,0,0,Europe,Clerical
73,20000,0-1 Miles,1,0,0,Europe,Clerical
73,30000,0-1 Miles,1,0,0,Europe,Clerical
72,10000,2-5 Miles,1,1,0,Europe,Clerical
72,10000,2-5 Miles,1,1,0,Europe,Clerical
71,10000,2-5 Miles,1,1,0,Europe,Clerical
71,20000,0-1 Miles,1,0,0,Europe,Clerical
71,20000,0-1 Miles,1,0,0,Europe,Clerical
71,20000,0-1 Miles,1,0,0,Europe,Clerical
70,10000,0-1 Miles,1,1,0,Europe,Manual
69,10000,2-5 Miles,1,1,0,Europe,Manual
70,30000,0-1 Miles,1,0,0,Europe,Clerical
70,30000,0-1 Miles,1,0,0,Europe,Clerical
69,10000,0-1 Miles,1,1,0,Europe,Manual
69,30000,0-1 Miles,1,0,0,Europe,Clerical
64,30000,0-1 Miles,1,0,0,Europe,Clerical
69,30000,0-1 Miles,1,0,0,Europe,Clerical
69,40000,0-1 Miles,1,0,0,Europe,Clerical
31,10000,0-1 Miles,0,1,0,Pacific,Manual
31,10000,0-1 Miles,0,1,0,Pacific,Manual
31,10000,2-5 Miles,0,1,0,Pacific,Manual
31,10000,0-1 Miles,0,1,0,Pacific,Manual
31,10000,0-1 Miles,0,1,0,Pacific,Manual
32,10000,0-1 Miles,0,1,0,Pacific,Manual
32,10000,2-5 Miles,0,1,0,Pacific,Manual
32,10000,2-5 Miles,1,1,0,Pacific,Manual
31,10000,0-1 Miles,0,1,0,Pacific,Manual
33,10000,2-5 Miles,1,1,0,Pacific,Manual
33,10000,2-5 Miles,1,1,0,Pacific,Manual
33,10000,0-1 Miles,0,1,0,Pacific,Manual
34,10000,0-1 Miles,0,2,0,Pacific,Manual
35,10000,2-5 Miles,0,0,1,Pacific,Manual
35,10000,2-5 Miles,0,0,1,Pacific,Manual
32,10000,2-5 Miles,1,0,1,Pacific,Manual
32,10000,1-2 Miles,0,0,1,Pacific,Manual
33,20000,0-1 Miles,1,0,0,Pacific,Clerical
34,10000,1-2 Miles,0,0,1,Pacific,Manual
34,20000,0-1 Miles,1,0,0,Pacific,Manual
68,30000,0-1 Miles,1,0,0,Europe,Clerical
45,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
51,20000,2-5 Miles,1,0,1,Europe,Manual
51,30000,0-1 Miles,1,0,0,Europe,Clerical
46,20000,0-1 Miles,1,1,0,Europe,Manual
53,30000,0-1 Miles,1,0,0,Europe,Clerical
45,30000,0-1 Miles,1,0,0,Europe,Clerical
51,30000,0-1 Miles,1,0,0,Europe,Clerical
46,30000,0-1 Miles,1,0,0,Europe,Clerical
40,30000,0-1 Miles,1,0,0,Europe,Clerical
40,30000,0-1 Miles,1,0,0,Europe,Clerical
51,40000,0-1 Miles,1,0,0,Europe,Clerical
51,40000,0-1 Miles,1,0,0,Europe,Clerical
46,30000,0-1 Miles,1,0,0,Europe,Clerical
52,30000,0-1 Miles,1,0,0,Europe,Clerical
53,30000,0-1 Miles,1,0,0,Europe,Clerical
36,20000,2-5 Miles,1,1,0,Europe,Manual
42,10000,0-1 Miles,1,0,2,Europe,Manual
35,30000,0-1 Miles,1,0,0,Europe,Clerical
41,30000,0-1 Miles,1,0,0,Europe,Clerical
31,10000,0-1 Miles,1,1,2,Europe,Manual
36,20000,0-1 Miles,0,1,0,Europe,Manual
42,20000,1-2 Miles,0,1,0,Europe,Manual
42,30000,0-1 Miles,1,0,0,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Clerical
36,40000,0-1 Miles,1,0,0,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
59,10000,0-1 Miles,0,2,0,Europe,Manual
59,20000,2-5 Miles,1,1,0,Europe,Manual
59,20000,0-1 Miles,1,1,0,Europe,Manual
60,20000,1-2 Miles,1,1,0,Europe,Manual
38,20000,0-1 Miles,0,0,1,Europe,Manual
37,20000,2-5 Miles,1,0,1,Europe,Manual
37,20000,0-1 Miles,0,0,1,Europe,Manual
57,80000,10+ Miles,1,1,2,Europe,Professional
67,70000,10+ Miles,1,2,1,Europe,Professional
56,80000,2-5 Miles,1,2,0,Europe,Management
66,110000,5-10 Miles,1,4,4,Europe,Management
66,120000,5-10 Miles,1,4,4,Europe,Management
59,80000,2-5 Miles,0,2,0,Europe,Professional
65,100000,10+ Miles,1,4,3,Europe,Management
65,130000,5-10 Miles,1,4,4,Europe,Professional
52,80000,10+ Miles,1,1,2,Europe,Professional
58,80000,10+ Miles,1,2,2,Europe,Professional
52,90000,10+ Miles,1,1,2,Europe,Professional
57,100000,10+ Miles,1,3,4,Europe,Professional
52,100000,2-5 Miles,1,3,4,Europe,Professional
58,120000,10+ Miles,1,3,5,Europe,Management
58,130000,10+ Miles,1,2,5,Europe,Professional
53,170000,10+ Miles,1,3,5,Europe,Management
59,90000,10+ Miles,1,2,1,Europe,Professional
53,170000,10+ Miles,1,3,5,Europe,Professional
59,170000,10+ Miles,1,4,5,Europe,Professional
59,80000,10+ Miles,1,3,1,Europe,Professional
61,90000,5-10 Miles,1,3,1,Europe,Management
61,90000,10+ Miles,1,3,1,Europe,Management
61,130000,10+ Miles,1,4,5,Europe,Management
61,150000,0-1 Miles,1,3,5,Europe,Management
61,160000,10+ Miles,0,3,5,Europe,Management
62,80000,5-10 Miles,1,3,1,Europe,Management
56,90000,10+ Miles,1,3,1,Europe,Management
62,110000,10+ Miles,1,3,5,Europe,Management
57,170000,0-1 Miles,1,4,5,Europe,Management
63,80000,10+ Miles,1,4,1,Europe,Management
64,80000,10+ Miles,1,4,1,Europe,Skilled Manual
64,80000,10+ Miles,1,4,1,Europe,Skilled Manual
64,90000,5-10 Miles,0,2,0,Europe,Skilled Manual
64,90000,10+ Miles,1,2,0,Europe,Skilled Manual
64,130000,0-1 Miles,1,4,5,Europe,Professional
36,60000,10+ Miles,1,4,0,Pacific,Professional
36,60000,2-5 Miles,0,4,0,Pacific,Professional
35,70000,10+ Miles,1,2,0,Pacific,Professional
35,70000,10+ Miles,1,2,0,Pacific,Professional
35,70000,10+ Miles,0,3,0,Pacific,Professional
36,70000,10+ Miles,0,3,0,Pacific,Professional
37,70000,10+ Miles,0,3,0,Pacific,Professional
36,80000,10+ Miles,0,3,0,Pacific,Professional
36,80000,10+ Miles,1,3,0,Pacific,Professional
36,90000,10+ Miles,1,2,0,Pacific,Professional
32,80000,10+ Miles,0,3,0,Pacific,Professional
37,90000,10+ Miles,1,2,0,Pacific,Professional
37,100000,10+ Miles,1,2,5,Pacific,Management
37,130000,0-1 Miles,1,4,5,Pacific,Management
38,100000,10+ Miles,0,2,5,Pacific,Management
39,80000,10+ Miles,0,3,0,Pacific,Professional
39,80000,10+ Miles,0,3,0,Pacific,Professional
38,100000,10+ Miles,0,2,5,Pacific,Management
38,120000,10+ Miles,1,4,5,Pacific,Professional
38,120000,10+ Miles,1,4,5,Pacific,Professional
39,90000,10+ Miles,1,3,0,Pacific,Professional
39,90000,10+ Miles,1,3,0,Pacific,Professional
39,90000,10+ Miles,0,3,0,Pacific,Professional
39,90000,10+ Miles,1,3,0,Pacific,Professional
39,90000,10+ Miles,0,3,0,Pacific,Professional
39,100000,10+ Miles,1,2,5,Pacific,Management
39,100000,10+ Miles,1,3,5,Pacific,Management
40,80000,10+ Miles,1,4,0,Pacific,Professional
40,80000,10+ Miles,1,4,0,Pacific,Professional
34,120000,10+ Miles,1,4,5,Pacific,Professional
40,90000,10+ Miles,1,4,0,Pacific,Professional
35,100000,10+ Miles,1,4,5,Pacific,Management
41,90000,10+ Miles,0,4,0,Pacific,Professional
36,110000,10+ Miles,1,4,5,Pacific,Management
41,120000,10+ Miles,1,4,5,Pacific,Professional
40,110000,10+ Miles,1,4,5,Pacific,Professional
34,110000,10+ Miles,1,4,5,Pacific,Professional
40,110000,10+ Miles,1,4,5,Pacific,Professional
40,110000,10+ Miles,1,4,5,Pacific,Professional
40,120000,10+ Miles,1,4,5,Pacific,Management
36,150000,0-1 Miles,1,4,5,Pacific,Management
37,160000,0-1 Miles,1,4,5,Pacific,Management
70,70000,10+ Miles,1,2,0,North America,Management
65,90000,5-10 Miles,1,2,0,North America,Management
70,130000,0-1 Miles,1,4,3,North America,Management
70,170000,0-1 Miles,0,2,3,North America,Management
38,20000,1-2 Miles,0,2,0,Europe,Manual
38,20000,0-1 Miles,0,2,0,Europe,Manual
38,20000,1-2 Miles,0,2,0,Europe,Manual
38,30000,2-5 Miles,0,1,0,Europe,Clerical
48,60000,5-10 Miles,1,2,2,Pacific,Professional
37,30000,2-5 Miles,1,1,0,Europe,Clerical
37,30000,0-1 Miles,0,1,0,Europe,Clerical
37,30000,2-5 Miles,1,1,0,Europe,Clerical
31,30000,0-1 Miles,0,1,0,Europe,Clerical
37,30000,0-1 Miles,0,1,0,Europe,Clerical
37,30000,1-2 Miles,0,1,0,Europe,Clerical
31,20000,0-1 Miles,0,2,0,Europe,Manual
31,20000,0-1 Miles,0,2,0,Europe,Manual
31,20000,1-2 Miles,0,2,0,Europe,Manual
101,10000,1-2 Miles,0,2,0,Europe,Manual
31,20000,0-1 Miles,0,2,0,Europe,Manual
31,20000,1-2 Miles,0,2,0,Europe,Manual
32,30000,1-2 Miles,0,1,0,Europe,Clerical
32,30000,2-5 Miles,0,1,0,Europe,Clerical
33,30000,2-5 Miles,1,1,0,Europe,Manual
32,30000,1-2 Miles,0,1,0,Europe,Manual
39,10000,1-2 Miles,1,2,0,Europe,Manual
39,10000,0-1 Miles,0,2,0,Europe,Manual
39,10000,1-2 Miles,0,2,0,Europe,Manual
33,20000,1-2 Miles,1,2,0,Europe,Manual
39,20000,1-2 Miles,1,2,0,Europe,Manual
38,30000,2-5 Miles,0,1,0,Europe,Manual
38,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
