"Age" "YearlyIncome" "CommuteDistance" "HouseOwnerFlag" "NumberCarsOwned" "NumberChildrenAtHome" "Region" "EnglishOccupation"
"3359" "40" 0.5625 1 1 2 0 "North America" "Management"
"3360" "40" 0.5 1 1 1 4 "North America" "Management"
"3361" "50" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3362" "50" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3363" "30" 0.1875 2 1 2 4 "North America" "Clerical"
"3364" "30" 0.25 1 1 0 0 "North America" "Skilled Manual"
"3365" "30" 0.25 1 1 0 0 "North America" "Skilled Manual"
"3366" "30" 0.25 1 0 0 0 "North America" "Skilled Manual"
"3367" "40" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3368" "30" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3369" "40" 0.3125 2 1 0 1 "North America" "Skilled Manual"
"3370" "40" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3371" "30" 0.1875 2 1 0 1 "North America" "Skilled Manual"
"3372" "30" 0.1875 2 1 0 1 "North America" "Skilled Manual"
"3373" "30" 0.3125 4 1 0 0 "North America" "Skilled Manual"
"3374" "30" 0.3125 4 1 0 0 "North America" "Skilled Manual"
"3375" "30" 0.375 1 1 0 0 "North America" "Professional"
"3376" "30" 0.25 1 1 0 1 "North America" "Skilled Manual"
"3377" "60" 0.375 3 1 2 0 "North America" "Management"
"3378" "60" 0.375 2 1 2 0 "North America" "Management"
"3379" "60" 0.3125 3 1 2 0 "North America" "Management"
"3380" "60" 0.3125 3 1 2 0 "North America" "Management"
"3381" "60" 0.375 2 1 2 0 "North America" "Management"
"3382" "50" 0.375 3 1 2 0 "North America" "Management"
"3383" "60" 0.375 3 1 2 0 "North America" "Management"
"3384" "60" 0.375 4 1 2 0 "North America" "Management"
"3385" "60" 0.3125 4 1 2 0 "North America" "Management"
"3386" "60" 0.3125 3 1 2 0 "North America" "Management"
"3387" "60" 0.3125 3 1 3 0 "North America" "Management"
"3388" "60" 0.3125 3 1 3 0 "North America" "Management"
"3389" "60" 0.375 2 1 2 0 "North America" "Management"
"3390" "60" 0.3125 4 1 0 1 "North America" "Management"
"3391" "60" 0.3125 4 0 0 1 "North America" "Management"
"3392" "60" 0.375 2 1 1 1 "North America" "Management"
"3393" "60" 0.375 3 1 1 1 "North America" "Management"
"3394" "50" 0.375 3 1 1 1 "North America" "Management"
"3395" "50" 0.375 3 1 1 1 "North America" "Management"
"3396" "50" 0.375 3 1 1 1 "North America" "Management"
"3397" "60" 0.3125 3 1 1 1 "North America" "Professional"
"3398" "60" 0.3125 3 1 1 1 "North America" "Professional"
"3399" "60" 0.3125 3 1 1 1 "North America" "Professional"
"3400" "50" 0.3125 3 1 0 1 "North America" "Management"
"3401" "60" 0.375 3 1 2 1 "North America" "Management"
"3402" "60" 0.3125 4 0 2 1 "North America" "Professional"
"3403" "60" 0.3125 3 1 2 1 "North America" "Professional"
"3404" "60" 0.3125 3 1 2 1 "North America" "Professional"
"3405" "60" 0.3125 4 1 2 1 "North America" "Professional"
"3406" "60" 0.3125 4 1 2 1 "North America" "Professional"
"3407" "50" 0.3125 4 1 1 1 "North America" "Professional"
"3408" "60" 0.3125 4 1 1 1 "North America" "Professional"
"3409" "60" 0.375 3 1 1 2 "North America" "Professional"
"3410" "50" 0.375 2 1 1 2 "North America" "Professional"
"3411" "60" 0.375 2 1 1 2 "North America" "Professional"
"3412" "60" 0.375 3 1 2 1 "North America" "Professional"
"3413" "60" 0.375 3 1 2 1 "North America" "Professional"
"3414" "60" 0.3125 4 1 2 1 "North America" "Professional"
"3415" "60" 0.3125 4 0 2 1 "North America" "Professional"
"3416" "50" 0.3125 4 1 2 1 "North America" "Professional"
"3417" "50" 0.3125 3 1 2 1 "North America" "Professional"
"3418" "50" 0.3125 3 1 2 1 "North America" "Professional"
"3419" "50" 0.3125 3 1 2 1 "North America" "Professional"
"3420" "50" 0.375 3 1 2 2 "North America" "Professional"
"3421" "40" 0.375 3 1 2 2 "North America" "Professional"
"3422" "50" 0.375 4 1 2 2 "North America" "Professional"
"3423" "40" 0.75 1 0 4 3 "Europe" "Management"
"3424" "50" 0.75 1 1 4 3 "Europe" "Management"
"3425" "40" 0.625 5 1 3 4 "Europe" "Professional"
"3426" "40" 0.6875 5 1 4 4 "Europe" "Professional"
"3427" "40" 0.75 1 1 2 4 "Europe" "Professional"
"3428" "50" 0.75 5 1 3 4 "Europe" "Professional"
"3429" "50" 0.75 1 0 3 4 "Europe" "Professional"
"3430" "50" 0.75 1 0 3 4 "Europe" "Professional"
"3431" "50" 0.5 5 1 0 1 "North America" "Professional"
"3432" "50" 0.375 1 0 2 0 "North America" "Professional"
"3433" "70" 0.5 5 1 1 0 "North America" "Management"
"3434" "70" 0.625 4 1 2 2 "North America" "Management"
"3435" "70" 0.625 4 1 2 2 "North America" "Management"
"3436" "70" 0.625 2 1 3 2 "North America" "Management"
"3437" "40" 0.5 4 1 3 4 "North America" "Professional"
"3438" "40" 0.5 4 1 3 5 "North America" "Professional"
"3439" "40" 0.5625 4 1 4 1 "North America" "Management"
"3440" "40" 0.5625 4 1 4 1 "North America" "Professional"
"3441" "40" 0.5625 4 1 4 1 "North America" "Professional"
"3442" "40" 0.625 2 1 3 2 "North America" "Management"
"3443" "40" 0.6875 4 1 4 2 "North America" "Professional"
"3444" "40" 0.75 1 1 4 1 "North America" "Management"
"3445" "40" 0.75 1 1 4 1 "North America" "Management"
"3446" "40" 0.75 1 1 4 1 "North America" "Management"
"3447" "40" 0.4375 4 1 0 3 "North America" "Management"
"3448" "40" 0.4375 4 1 2 3 "North America" "Professional"
"3449" "40" 0.5 4 1 3 5 "North America" "Professional"
"3450" "40" 0.5 3 0 1 0 "North America" "Professional"
"3451" "40" 0.75 1 1 2 2 "North America" "Management"
"3452" "40" 0.75 1 0 3 2 "North America" "Management"
"3453" "40" 0.375 5 1 0 2 "North America" "Professional"
"3454" "50" 0.5 5 1 0 1 "North America" "Professional"
"3455" "70" 0.5625 1 1 1 2 "North America" "Management"
"3456" "40" 0.4375 4 1 2 3 "North America" "Professional"
"3457" "30" 0.5 4 0 2 0 "North America" "Professional"
"3458" "40" 0.6875 5 1 3 3 "North America" "Professional"
"3459" "40" 0.4375 1 1 2 4 "North America" "Professional"
"3460" "40" 0.4375 5 1 3 4 "North America" "Professional"
"3461" "40" 0.5625 2 1 3 2 "North America" "Professional"
"3462" "40" 0.5625 5 1 4 2 "North America" "Professional"
"3463" "40" 0.625 2 1 2 3 "North America" "Management"
"3464" "40" 0.6875 2 1 4 3 "North America" "Professional"
"3465" "40" 0.75 4 1 4 2 "North America" "Management"
"3466" "50" 0.5 5 1 1 3 "North America" "Professional"
"3467" "50" 0.5 5 1 1 3 "North America" "Professional"
"3468" "50" 0.5 5 1 2 3 "North America" "Professional"
"3469" "50" 0.5 5 1 2 3 "North America" "Professional"
"3470" "50" 0.5625 2 1 4 2 "North America" "Professional"
"3471" "40" 0.75 1 1 3 3 "North America" "Management"
"3472" "50" 0.75 1 0 3 3 "North America" "Management"
"3473" "50" 0.75 1 1 3 3 "North America" "Management"
"3474" "40" 0.9375 4 1 4 2 "North America" "Management"
"3475" "50" 0.3125 2 0 2 0 "North America" "Professional"
"3476" "50" 0.3125 5 0 2 0 "North America" "Professional"
"3477" "50" 0.3125 2 0 2 0 "North America" "Professional"
"3478" "50" 0.375 5 1 0 3 "North America" "Professional"
"3479" "50" 0.4375 5 1 2 0 "North America" "Skilled Manual"
"3480" "70" 1 1 0 4 0 "North America" "Management"
"3481" "40" 0.4375 5 1 3 4 "North America" "Professional"
"3482" "50" 0.5 5 1 3 3 "North America" "Professional"
"3483" "50" 0.5 5 1 3 3 "North America" "Professional"
"3484" "50" 0.5 5 1 3 3 "North America" "Professional"
"3485" "40" 0.75 4 0 3 3 "North America" "Management"
"3486" "50" 0.9375 4 1 2 3 "North America" "Professional"
"3487" "50" 1 1 1 2 1 "North America" "Management"
"3488" "50" 0.3125 5 1 2 0 "North America" "Skilled Manual"
"3489" "50" 0.375 2 1 1 1 "North America" "Professional"
"3490" "50" 0.375 5 1 2 0 "North America" "Management"
"3491" "50" 0.375 5 1 2 0 "North America" "Management"
"3492" "50" 0.375 5 1 2 0 "North America" "Management"
"3493" "50" 0.375 2 1 2 0 "North America" "Management"
"3494" "50" 0.375 2 0 2 0 "North America" "Management"
"3495" "50" 0.3125 5 1 2 0 "North America" "Management"
"3496" "50" 0.1875 5 0 2 0 "North America" "Professional"
"3497" "50" 0.1875 2 0 2 0 "North America" "Professional"
"3498" "50" 0.1875 5 0 2 0 "North America" "Professional"
"3499" "70" 0.375 3 1 2 0 "North America" "Management"
"3500" "70" 0.5625 5 1 3 3 "North America" "Management"
"3501" "70" 0.75 1 0 4 3 "North America" "Management"
"3502" "70" 0.4375 2 1 2 0 "North America" "Management"
"3503" "70" 0.5 5 1 2 0 "North America" "Management"
"3504" "70" 0.5 5 1 2 0 "North America" "Management"
"3505" "70" 0.625 5 1 0 4 "North America" "Management"
"3506" "70" 0.75 1 1 4 3 "North America" "Management"
"3507" "70" 0.5 2 0 2 0 "North America" "Management"
"3508" "70" 0.5625 2 1 3 3 "North America" "Management"
"3509" "70" 0.5625 5 1 3 3 "North America" "Management"
"3510" "40" 0.5 2 0 3 4 "North America" "Skilled Manual"
"3511" "40" 0.5625 2 1 2 0 "North America" "Management"
"3512" "40" 0.5625 1 1 2 0 "North America" "Management"
"3513" "30" 0.5625 2 1 3 0 "North America" "Management"
"3514" "40" 0.75 1 1 3 0 "North America" "Management"
"3515" "30" 0.125 5 1 1 0 "North America" "Skilled Manual"
"3516" "30" 0.125 5 1 1 0 "North America" "Skilled Manual"
"3517" "60" 0 5 1 3 0 "Pacific" "Skilled Manual"
"3518" "50" 0.0625 2 0 2 0 "Pacific" "Skilled Manual"
"3519" "60" 0 5 1 2 1 "Pacific" "Skilled Manual"
"3520" "30" 0.1875 5 1 1 0 "North America" "Skilled Manual"
"3521" "30" 0.1875 2 0 1 0 "North America" "Skilled Manual"
"3522" "60" 0.0625 2 0 2 0 "Pacific" "Skilled Manual"
"3523" "60" 0.0625 5 1 2 0 "Pacific" "Skilled Manual"
"3524" "60" 0.125 5 0 2 0 "Pacific" "Clerical"
"3525" "30" 0 1 1 0 0 "Europe" "Manual"
"3526" "30" 0 1 1 0 0 "Europe" "Manual"
"3527" "40" 0 1 1 0 0 "Europe" "Manual"
"3528" "40" 0 1 1 0 0 "Europe" "Manual"
"3529" "40" 0 1 1 0 0 "Europe" "Manual"
"3530" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"3531" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"3532" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"3533" "30" 0.0625 1 1 0 0 "Europe" "Clerical"
"3534" "30" 0 1 1 0 0 "Europe" "Manual"
"3535" "50" 0 1 1 0 0 "Europe" "Manual"
"3536" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"3537" "50" 0.0625 1 1 0 0 "Europe" "Clerical"
"3538" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"3539" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"3540" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"3541" "50" 0 1 1 0 0 "Europe" "Manual"
"3542" "50" 0.0625 1 1 0 0 "Europe" "Clerical"
"3543" "30" 0 1 1 0 0 "Europe" "Clerical"
"3544" "50" 0 1 1 0 0 "Europe" "Manual"
"3545" "50" 0 1 1 0 0 "Europe" "Manual"
"3546" "40" 0 2 1 0 0 "Europe" "Manual"
"3547" "50" 0 1 1 0 0 "Europe" "Manual"
"3548" "50" 0 2 1 0 0 "Europe" "Manual"
"3549" "50" 0 1 1 0 0 "Europe" "Manual"
"3550" "50" 0 4 1 1 0 "Europe" "Manual"
"3551" "60" 0 4 1 1 0 "Europe" "Clerical"
"3552" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"3553" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"3554" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"3555" "60" 0.0625 1 1 0 0 "Europe" "Clerical"
"3556" "60" 0 2 1 1 0 "Europe" "Manual"
"3557" "60" 0 4 1 1 0 "Europe" "Manual"
"3558" "30" 0 4 1 1 0 "Pacific" "Manual"
"3559" "30" 0.25 4 1 0 1 "North America" "Skilled Manual"
"3560" "40" 0.25 4 1 0 1 "North America" "Skilled Manual"
"3561" "40" 0.25 4 1 1 1 "North America" "Skilled Manual"
"3562" "30" 0.25 1 1 1 1 "North America" "Skilled Manual"
"3563" "40" 0.25 1 1 1 1 "North America" "Skilled Manual"
"3564" "40" 0.25 4 1 1 1 "North America" "Skilled Manual"
"3565" "30" 0.25 4 1 1 1 "North America" "Skilled Manual"
"3566" "40" 0.25 4 1 0 2 "North America" "Skilled Manual"
"3567" "40" 0.3125 1 1 0 0 "North America" "Professional"
"3568" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3569" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3570" "30" 0.3125 1 1 0 0 "North America" "Professional"
"3571" "40" 0.3125 1 1 0 0 "North America" "Professional"
"3572" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3573" "40" 0.375 4 1 0 0 "North America" "Professional"
"3574" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3575" "40" 0.3125 4 1 0 0 "North America" "Professional"
"3576" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3577" "30" 0.3125 1 0 0 2 "North America" "Skilled Manual"
"3578" "40" 0.3125 4 1 0 2 "North America" "Skilled Manual"
"3579" "30" 0.3125 4 1 0 2 "North America" "Skilled Manual"
"3580" "40" 0.3125 4 1 1 2 "North America" "Skilled Manual"
"3581" "30" 0.1875 4 0 1 0 "North America" "Professional"
"3582" "30" 0.1875 1 0 1 0 "North America" "Professional"
"3583" "30" 0.3125 4 1 0 0 "North America" "Professional"
"3584" "40" 0.3125 4 1 0 0 "North America" "Professional"
"3585" "40" 0.4375 1 1 0 0 "North America" "Professional"
"3586" "30" 0.4375 1 1 0 0 "North America" "Professional"
"3587" "40" 0.375 4 1 1 2 "North America" "Skilled Manual"
"3588" "40" 0.25 1 1 1 2 "North America" "Skilled Manual"
"3589" "40" 0.25 4 1 1 2 "North America" "Skilled Manual"
"3590" "40" 0.3125 1 0 0 3 "North America" "Skilled Manual"
"3591" "40" 0.3125 4 1 1 3 "North America" "Skilled Manual"
"3592" "40" 0.3125 4 1 0 0 "North America" "Professional"
"3593" "40" 0.3125 1 1 0 0 "North America" "Professional"
"3594" "40" 0.3125 4 1 0 0 "North America" "Professional"
"3595" "40" 0.3125 4 1 0 0 "North America" "Professional"
"3596" "40" 0.3125 1 1 0 0 "North America" "Professional"
"3597" "40" 0.375 1 1 0 0 "North America" "Professional"
"3598" "40" 0.375 1 1 0 0 "North America" "Professional"
"3599" "40" 0.375 4 1 0 0 "North America" "Professional"
"3600" "40" 0.375 1 1 0 0 "North America" "Professional"
"3601" "30" 0.375 4 1 2 5 "North America" "Professional"
"3602" "30" 0.4375 1 1 0 0 "North America" "Professional"
"3603" "40" 0.4375 1 1 0 0 "North America" "Professional"
"3604" "40" 0.4375 4 1 2 3 "North America" "Skilled Manual"
"3605" "40" 0.4375 3 1 3 3 "North America" "Skilled Manual"
"3606" "40" 0.4375 1 0 1 4 "North America" "Skilled Manual"
"3607" "40" 0.4375 1 0 2 4 "North America" "Skilled Manual"
"3608" "40" 0.25 4 1 2 4 "North America" "Skilled Manual"
"3609" "40" 0.25 3 1 3 4 "North America" "Skilled Manual"
"3610" "40" 0.25 4 1 2 5 "North America" "Skilled Manual"
"3611" "40" 0.25 5 1 3 5 "North America" "Skilled Manual"
"3612" "40" 0.25 1 1 2 2 "North America" "Skilled Manual"
"3613" "40" 0.3125 4 1 2 2 "North America" "Professional"
"3614" "30" 0.3125 1 1 2 2 "North America" "Professional"
"3615" "30" 0.3125 4 0 1 0 "North America" "Professional"
"3616" "30" 0.3125 1 0 1 0 "North America" "Professional"
"3617" "40" 0.3125 4 1 1 0 "North America" "Professional"
"3618" "40" 0.3125 1 0 1 0 "North America" "Professional"
"3619" "40" 0.3125 4 1 0 2 "North America" "Professional"
"3620" "40" 0.3125 1 1 0 2 "North America" "Professional"
"3621" "40" 0.3125 4 1 0 2 "North America" "Professional"
"3622" "40" 0.375 4 1 1 0 "North America" "Professional"
"3623" "40" 0.375 4 1 1 0 "North America" "Skilled Manual"
"3624" "40" 0.375 1 1 1 0 "North America" "Skilled Manual"
"3625" "40" 0.375 1 1 1 0 "North America" "Skilled Manual"
"3626" "40" 0.375 4 1 1 0 "North America" "Skilled Manual"
"3627" "50" 0.1875 3 1 3 3 "North America" "Skilled Manual"
"3628" "40" 0.3125 1 1 1 0 "North America" "Skilled Manual"
"3629" "50" 0.3125 1 0 1 0 "North America" "Skilled Manual"
"3630" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3631" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3632" "50" 0.3125 1 1 1 0 "North America" "Skilled Manual"
"3633" "40" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3634" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3635" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3636" "50" 0.1875 1 1 2 2 "North America" "Skilled Manual"
"3637" "50" 0.1875 4 1 2 2 "North America" "Skilled Manual"
"3638" "40" 0.1875 1 0 3 2 "North America" "Skilled Manual"
"3639" "40" 0.1875 4 0 1 0 "North America" "Professional"
"3640" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3641" "40" 0.25 4 1 1 0 "North America" "Skilled Manual"
"3642" "30" 0.25 1 0 1 0 "North America" "Skilled Manual"
"3643" "40" 0.25 1 0 1 0 "North America" "Skilled Manual"
"3644" "40" 0.25 4 1 1 0 "North America" "Skilled Manual"
"3645" "40" 0.25 1 0 1 0 "North America" "Skilled Manual"
"3646" "40" 0.3125 4 0 1 0 "North America" "Professional"
"3647" "30" 0.3125 1 0 1 0 "North America" "Professional"
"3648" "40" 0.3125 1 0 1 0 "North America" "Professional"
"3649" "70" 0.5 1 1 0 0 "North America" "Professional"
"3650" "40" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3651" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3652" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3653" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3654" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"3655" "50" 0.3125 4 1 0 3 "North America" "Professional"
"3656" "40" 0.375 3 1 3 5 "North America" "Professional"
"3657" "50" 0.4375 1 1 0 0 "North America" "Professional"
"3658" "50" 0.4375 1 0 1 0 "North America" "Skilled Manual"
"3659" "40" 0.3125 4 1 1 0 "North America" "Professional"
"3660" "50" 0.3125 4 1 1 0 "North America" "Professional"
"3661" "40" 0.3125 1 1 1 0 "North America" "Professional"
"3662" "50" 0.3125 4 1 1 0 "North America" "Professional"
"3663" "50" 0.3125 1 1 1 0 "North America" "Professional"
"3664" "50" 0.375 4 1 2 4 "North America" "Professional"
"3665" "50" 0.4375 1 1 0 4 "North America" "Management"
"3666" "40" 0.4375 1 1 1 4 "Pacific" "Management"
"3667" "30" 0.5 1 0 0 0 "Pacific" "Management"
"3668" "40" 0.4375 1 1 1 4 "Pacific" "Management"
"3669" "40" 0.4375 1 1 1 4 "Pacific" "Management"
"3670" "40" 0.4375 1 1 1 4 "Pacific" "Management"
"3671" "40" 0.3125 4 1 1 2 "Pacific" "Professional"
"3672" "30" 0.3125 1 1 1 2 "Pacific" "Professional"
"3673" "40" 0.625 1 1 0 0 "Pacific" "Management"
"3674" "40" 0.625 1 1 1 0 "Pacific" "Management"
"3675" "40" 0.375 3 1 4 5 "Pacific" "Professional"
"3676" "40" 0.375 3 0 4 5 "Pacific" "Professional"
"3677" "40" 0.375 3 1 4 5 "Pacific" "Professional"
"3678" "30" 0.4375 1 1 3 5 "Pacific" "Management"
"3679" "40" 0.4375 1 1 3 5 "Pacific" "Management"
"3680" "40" 0.4375 1 1 3 5 "Pacific" "Professional"
"3681" "40" 0.4375 2 1 3 5 "Pacific" "Professional"
"3682" "30" 0.375 1 0 1 0 "Pacific" "Professional"
"3683" "30" 0.375 5 0 1 0 "Pacific" "Professional"
"3684" "40" 0.3125 5 1 2 3 "Pacific" "Professional"
"3685" "40" 0.3125 1 1 2 3 "Pacific" "Professional"
"3686" "40" 0.3125 1 0 2 2 "Pacific" "Professional"
"3687" "40" 0.3125 5 1 2 2 "Pacific" "Professional"
"3688" "30" 0.125 4 1 1 0 "Europe" "Clerical"
"3689" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"3690" "30" 0.0625 1 0 2 0 "Europe" "Manual"
"3691" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"3692" "30" 0.125 2 0 1 0 "Europe" "Clerical"
"3693" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"3694" "30" 0.125 4 0 1 0 "Europe" "Manual"
"3695" "30" 0.125 4 1 1 0 "Europe" "Manual"
"3696" "30" 0 1 0 2 0 "Europe" "Manual"
"3697" "30" 0 1 0 2 0 "Europe" "Manual"
"3698" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"3699" "30" 0.1875 2 1 1 1 "Europe" "Skilled Manual"
"3700" "30" 0.1875 2 1 1 1 "Europe" "Skilled Manual"
"3701" "30" 0.1875 1 1 1 1 "Europe" "Skilled Manual"
"3702" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"3703" "30" 0.125 2 0 1 0 "Europe" "Manual"
"3704" "30" 0.125 4 0 1 0 "Europe" "Manual"
"3705" "40" 0 1 0 2 0 "Europe" "Manual"
"3706" "30" 0.1875 2 1 0 2 "Europe" "Clerical"
"3707" "30" 0.1875 1 1 0 2 "Europe" "Clerical"
"3708" "40" 0 1 0 2 0 "Europe" "Manual"
"3709" "40" 0.0625 2 0 2 0 "Europe" "Manual"
"3710" "30" 0.125 4 0 1 0 "Europe" "Manual"
"3711" "40" 0.125 4 0 1 0 "Europe" "Manual"
"3712" "40" 0.125 4 1 1 0 "Europe" "Manual"
"3713" "40" 0.125 4 0 1 0 "Europe" "Manual"
"3714" "40" 0.1875 2 1 0 2 "Europe" "Clerical"
"3715" "40" 0.1875 2 1 0 2 "Europe" "Clerical"
"3716" "30" 0.1875 1 0 0 2 "Europe" "Clerical"
"3717" "30" 0.1875 1 1 1 2 "Europe" "Clerical"
"3718" "40" 0.1875 2 1 1 2 "Europe" "Clerical"
"3719" "40" 0.1875 2 1 1 2 "Europe" "Clerical"
"3720" "40" 0.1875 1 0 2 2 "Europe" "Clerical"
"3721" "40" 0.1875 2 1 0 3 "Europe" "Clerical"
"3722" "30" 0.1875 1 1 1 3 "North America" "Clerical"
"3723" "30" 0.1875 2 1 2 3 "North America" "Clerical"
"3724" "30" 0.1875 1 1 0 4 "North America" "Clerical"
"3725" "40" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3726" "40" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3727" "40" 0.3125 2 0 0 0 "North America" "Skilled Manual"
"3728" "30" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3729" "30" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3730" "30" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3731" "50" 0.0625 1 0 2 0 "North America" "Manual"
"3732" "50" 0.125 5 1 1 0 "North America" "Skilled Manual"
"3733" "40" 0.125 4 1 1 0 "North America" "Skilled Manual"
"3734" "50" 0.125 4 1 1 0 "North America" "Skilled Manual"
"3735" "50" 0.125 4 1 1 0 "North America" "Skilled Manual"
"3736" "50" 0.125 4 1 1 0 "North America" "Clerical"
"3737" "50" 0.0625 1 0 2 0 "North America" "Manual"
"3738" "50" 0.0625 2 1 2 0 "North America" "Clerical"
"3739" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3740" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3741" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3742" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3743" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3744" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3745" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3746" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3747" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3748" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3749" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3750" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3751" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3752" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3753" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3754" "30" 0.1875 2 1 1 0 "North America" "Clerical"
"3755" "50" 0.1875 2 1 1 0 "North America" "Clerical"
"3756" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3757" "50" 0.1875 1 1 1 0 "North America" "Clerical"
"3758" "40" 0.1875 2 1 1 0 "North America" "Clerical"
"3759" "40" 0.4375 2 1 0 0 "North America" "Skilled Manual"
"3760" "50" 0.4375 1 1 0 0 "North America" "Skilled Manual"
"3761" "50" 0.4375 2 1 0 0 "North America" "Skilled Manual"
"3762" "40" 0.4375 2 1 0 0 "North America" "Skilled Manual"
"3763" "50" 0.4375 2 1 0 0 "North America" "Skilled Manual"
"3764" "50" 0.4375 2 1 0 0 "North America" "Skilled Manual"
"3765" "50" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"3766" "50" 0.3125 1 1 0 0 "North America" "Skilled Manual"
"3767" "40" 0.0625 4 0 0 1 "Europe" "Manual"
"3768" "40" 0.0625 4 0 0 1 "Europe" "Manual"
"3769" "70" 0 1 0 2 0 "Europe" "Manual"
"3770" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"3771" "30" 0.125 1 1 0 0 "Europe" "Clerical"
"3772" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"3773" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"3774" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3775" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3776" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"3777" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"3778" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3779" "40" 0 1 1 1 3 "Europe" "Manual"
"3780" "30" 0 1 1 1 3 "Europe" "Manual"
"3781" "40" 0 1 1 0 4 "Europe" "Manual"
"3782" "40" 0.0625 1 0 1 1 "Europe" "Manual"
"3783" "40" 0.0625 2 0 1 1 "Europe" "Manual"
"3784" "30" 0.0625 2 0 1 1 "Europe" "Manual"
"3785" "40" 0.125 1 0 0 1 "Europe" "Clerical"
"3786" "40" 0.125 2 0 1 1 "Europe" "Clerical"
"3787" "30" 0.125 4 1 1 1 "Europe" "Clerical"
"3788" "40" 0.0625 2 0 1 1 "Europe" "Manual"
"3789" "40" 0.0625 2 0 1 1 "Europe" "Manual"
"3790" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"3791" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3792" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3793" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"3794" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"3795" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"3796" "40" 0.125 1 1 2 1 "Europe" "Skilled Manual"
"3797" "40" 0 1 1 2 3 "Europe" "Manual"
