BikeBuyer,Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,EnglishOccupation,MaritalStatus,Gender,EnglishEducation,Region
0,45,90000,5-10 Miles,1,2,3,4,Professional,S,M,High School,North America
0,39,90000,1-2 Miles,0,2,3,4,Professional,S,F,High School,North America
1,44,130000,0-1 Miles,0,2,3,1,Management,S,M,Bachelors,North America
1,50,150000,0-1 Miles,0,3,2,1,Professional,S,F,Partial College,North America
0,56,60000,1-2 Miles,0,2,0,2,Professional,M,F,High School,North America
0,56,70000,1-2 Miles,1,0,3,4,Professional,M,M,High School,North America
1,51,70000,5-10 Miles,1,0,3,4,Professional,S,M,High School,North America
1,40,90000,10+ Miles,1,1,1,2,Professional,S,M,High School,North America
0,51,80000,1-2 Miles,0,2,0,2,Skilled Manual,S,M,Partial High School,North America
0,76,50000,1-2 Miles,1,2,0,2,Management,M,M,Graduate Degree,North America
1,76,70000,1-2 Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
0,75,60000,1-2 Miles,1,2,0,2,Management,M,M,Graduate Degree,North America
0,51,80000,5-10 Miles,1,3,4,5,Professional,M,M,Partial College,North America
0,45,90000,1-2 Miles,0,2,3,4,Professional,S,F,High School,North America
1,51,90000,5-10 Miles,1,3,3,4,Professional,S,M,High School,North America
0,51,90000,1-2 Miles,1,3,3,4,Professional,M,F,High School,North America
0,51,90000,5-10 Miles,1,3,3,4,Professional,M,M,High School,North America
0,51,90000,5-10 Miles,1,3,3,4,Professional,M,F,High School,North America
1,51,100000,5-10 Miles,1,4,2,3,Professional,S,F,Partial College,North America
0,51,100000,1-2 Miles,0,2,3,0,Professional,S,M,Partial College,North America
0,51,110000,2-5 Miles,1,4,3,5,Professional,M,M,Partial College,North America
1,51,160000,0-1 Miles,1,3,3,1,Professional,M,F,Partial College,North America
1,51,170000,0-1 Miles,1,2,1,1,Management,M,M,Bachelors,North America
1,51,170000,2-5 Miles,1,3,1,1,Management,M,M,Bachelors,North America
1,57,60000,5-10 Miles,1,2,0,2,Skilled Manual,S,M,Partial High School,North America
1,46,60000,5-10 Miles,1,2,0,2,Skilled Manual,M,F,Partial High School,North America
0,57,70000,5-10 Miles,1,0,1,3,Professional,M,M,High School,North America
1,51,70000,1-2 Miles,1,0,1,3,Professional,M,F,High School,North America
1,53,70000,5-10 Miles,1,2,0,3,Management,S,M,Graduate Degree,North America
1,58,70000,1-2 Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
1,58,70000,5-10 Miles,1,2,0,3,Management,S,F,Graduate Degree,North America
1,58,60000,5-10 Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
1,59,40000,5-10 Miles,0,2,0,3,Professional,M,F,Partial College,North America
1,59,40000,1-2 Miles,0,2,0,3,Professional,M,F,Partial College,North America
1,54,40000,1-2 Miles,0,2,0,3,Professional,M,F,Partial College,North America
1,68,70000,10+ Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,74,70000,1-2 Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,74,70000,1-2 Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,74,70000,10+ Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
0,74,80000,5-10 Miles,1,2,0,4,Management,M,M,Graduate Degree,North America
0,74,110000,5-10 Miles,1,4,3,2,Management,M,F,Graduate Degree,North America
0,74,130000,2-5 Miles,1,3,3,2,Management,M,F,Graduate Degree,North America
1,73,90000,1-2 Miles,1,2,0,5,Management,M,M,Bachelors,North America
0,73,90000,5-10 Miles,1,2,0,5,Management,S,M,Bachelors,North America
0,73,110000,5-10 Miles,1,0,4,2,Management,M,F,Graduate Degree,North America
1,72,90000,1-2 Miles,1,2,0,5,Management,M,F,Bachelors,North America
0,72,110000,5-10 Miles,1,1,4,2,Management,M,F,Graduate Degree,North America
0,72,170000,0-1 Miles,0,4,2,1,Management,S,M,Graduate Degree,North America
0,71,120000,5-10 Miles,1,3,4,2,Management,M,F,Graduate Degree,North America
1,71,130000,0-1 Miles,1,4,3,2,Management,M,F,Bachelors,North America
0,43,90000,1-2 Miles,0,2,4,4,Management,S,F,Bachelors,North America
0,43,90000,1-2 Miles,0,3,4,4,Skilled Manual,S,M,Partial College,North America
0,38,120000,2-5 Miles,1,4,1,2,Management,M,M,Bachelors,North America
1,32,30000,1-2 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
0,67,20000,5-10 Miles,1,2,0,4,Skilled Manual,M,M,High School,Pacific
0,32,60000,1-2 Miles,0,1,0,0,Skilled Manual,M,M,Partial College,North America
0,32,60000,1-2 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
1,32,60000,5-10 Miles,1,2,0,0,Skilled Manual,S,F,Partial College,North America
1,33,40000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,High School,North America
1,33,40000,1-2 Miles,0,2,0,0,Clerical,S,F,Partial High School,North America
1,33,40000,1-2 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,64,10000,5-10 Miles,1,2,1,2,Skilled Manual,S,M,High School,Pacific
0,33,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
1,66,10000,1-2 Miles,1,2,1,2,Clerical,M,M,Partial High School,Pacific
1,65,30000,5-10 Miles,0,2,0,2,Clerical,M,M,Partial College,Pacific
1,59,30000,1-2 Miles,0,2,0,2,Clerical,M,F,Partial College,Pacific
1,65,30000,5-10 Miles,0,2,0,2,Clerical,M,M,Partial College,Pacific
1,65,30000,1-2 Miles,0,2,0,2,Clerical,M,F,Partial College,Pacific
0,64,20000,5-10 Miles,1,2,0,4,Skilled Manual,M,M,High School,Pacific
1,64,30000,1-2 Miles,0,2,0,2,Clerical,M,M,Partial College,Pacific
0,58,10000,1-2 Miles,1,2,1,2,Clerical,M,M,Partial High School,Pacific
1,40,10000,0-1 Miles,1,0,0,0,Manual,M,F,Graduate Degree,Europe
0,49,10000,0-1 Miles,1,0,0,1,Manual,M,F,Graduate Degree,Europe
0,38,20000,0-1 Miles,1,0,0,1,Manual,M,M,Graduate Degree,Europe
0,50,10000,0-1 Miles,1,0,0,1,Manual,M,F,Bachelors,Europe
0,50,10000,0-1 Miles,1,0,0,1,Manual,M,F,Bachelors,Europe
0,39,10000,0-1 Miles,1,0,0,1,Manual,M,M,Bachelors,Europe
0,50,10000,0-1 Miles,1,0,0,1,Manual,M,M,Bachelors,Europe
0,38,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
0,50,20000,0-1 Miles,1,0,0,1,Clerical,S,M,Graduate Degree,Europe
0,75,20000,0-1 Miles,1,0,0,1,Clerical,S,M,Graduate Degree,Europe
0,37,10000,0-1 Miles,1,0,0,1,Manual,S,M,Bachelors,Europe
0,53,10000,0-1 Miles,1,0,0,1,Manual,M,F,Bachelors,Europe
1,48,20000,0-1 Miles,1,0,0,1,Clerical,M,F,Graduate Degree,Europe
1,47,20000,0-1 Miles,1,0,0,1,Clerical,S,F,Graduate Degree,Europe
0,48,10000,0-1 Miles,1,0,0,1,Manual,M,F,Partial College,Europe
0,38,10000,0-1 Miles,1,0,0,1,Manual,S,F,Partial College,Europe
0,49,10000,0-1 Miles,1,0,0,1,Manual,M,F,Partial College,Europe
0,54,10000,0-1 Miles,1,0,0,1,Manual,M,M,Partial College,Europe
1,44,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
1,55,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
1,50,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
1,55,20000,0-1 Miles,1,0,0,1,Clerical,S,M,Bachelors,Europe
0,56,10000,1-2 Miles,1,0,0,2,Manual,M,M,Partial College,Europe
0,50,10000,0-1 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
0,50,10000,1-2 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
0,52,10000,0-1 Miles,1,1,0,2,Manual,M,F,Partial College,Europe
0,73,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
0,41,50000,0-1 Miles,1,0,1,1,Skilled Manual,M,M,Bachelors,North America
1,36,50000,2-5 Miles,1,0,1,1,Skilled Manual,M,M,Bachelors,North America
0,36,50000,0-1 Miles,1,1,1,1,Skilled Manual,M,F,Bachelors,North America
0,35,50000,0-1 Miles,1,1,1,1,Skilled Manual,M,M,Bachelors,North America
0,42,50000,0-1 Miles,1,1,1,1,Skilled Manual,M,F,Bachelors,North America
1,42,50000,2-5 Miles,1,0,2,2,Skilled Manual,S,F,Bachelors,North America
1,36,50000,2-5 Miles,1,0,2,2,Skilled Manual,M,M,Bachelors,North America
1,37,50000,0-1 Miles,0,0,2,2,Skilled Manual,S,F,Bachelors,North America
1,42,50000,0-1 Miles,0,0,2,2,Skilled Manual,S,M,Bachelors,North America
1,42,50000,2-5 Miles,1,0,2,2,Skilled Manual,S,F,Bachelors,North America
0,42,60000,2-5 Miles,1,0,0,1,Professional,S,F,Graduate Degree,North America
0,40,60000,0-1 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
0,34,60000,2-5 Miles,1,0,0,1,Professional,M,M,Graduate Degree,North America
0,40,60000,2-5 Miles,1,0,0,1,Professional,S,F,Graduate Degree,North America
0,40,60000,2-5 Miles,1,0,0,1,Professional,M,M,Graduate Degree,North America
0,40,60000,2-5 Miles,1,0,0,1,Professional,S,F,Graduate Degree,North America
0,35,60000,0-1 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
1,35,70000,0-1 Miles,1,0,0,2,Professional,M,F,Graduate Degree,North America
1,40,70000,0-1 Miles,1,0,0,3,Professional,M,F,Graduate Degree,North America
1,40,80000,0-1 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
1,43,40000,10+ Miles,1,3,4,4,Skilled Manual,S,M,High School,North America
1,43,70000,2-5 Miles,1,1,2,2,Skilled Manual,M,M,Bachelors,North America
0,38,70000,0-1 Miles,0,1,2,2,Skilled Manual,S,F,Bachelors,North America
1,44,40000,0-1 Miles,1,1,5,5,Skilled Manual,M,F,High School,North America
0,44,40000,0-1 Miles,0,1,0,0,Professional,S,F,Bachelors,North America
0,41,60000,2-5 Miles,1,0,0,1,Professional,M,M,Graduate Degree,North America
1,41,70000,2-5 Miles,1,0,0,4,Professional,M,M,Graduate Degree,North America
1,41,70000,2-5 Miles,1,0,0,4,Professional,S,M,Graduate Degree,North America
0,44,40000,2-5 Miles,0,1,0,0,Professional,S,M,Bachelors,North America
0,44,50000,0-1 Miles,1,1,2,2,Skilled Manual,M,M,Bachelors,North America
1,44,50000,2-5 Miles,1,1,2,2,Skilled Manual,S,F,Bachelors,North America
0,33,50000,0-1 Miles,0,1,2,2,Skilled Manual,S,F,Bachelors,North America
0,46,60000,2-5 Miles,1,0,0,0,Professional,M,F,Graduate Degree,North America
1,45,60000,2-5 Miles,1,0,0,0,Professional,S,F,Graduate Degree,North America
1,39,60000,2-5 Miles,1,0,0,0,Professional,S,F,Graduate Degree,North America
1,45,70000,0-1 Miles,1,0,0,4,Professional,M,M,Graduate Degree,North America
0,42,60000,0-1 Miles,1,0,0,2,Professional,M,M,Graduate Degree,North America
0,42,60000,2-5 Miles,1,0,0,2,Professional,S,F,Graduate Degree,North America
1,42,70000,0-1 Miles,1,0,0,5,Professional,M,F,Graduate Degree,North America
0,36,70000,0-1 Miles,1,2,5,5,Professional,M,M,Graduate Degree,North America
1,37,70000,10+ Miles,1,3,5,5,Professional,S,M,Graduate Degree,North America
1,42,80000,0-1 Miles,1,0,0,2,Professional,M,F,Graduate Degree,North America
1,46,40000,0-1 Miles,0,1,0,0,Professional,S,M,Bachelors,North America
1,35,80000,0-1 Miles,1,1,3,3,Skilled Manual,S,F,Bachelors,North America
1,46,80000,2-5 Miles,1,2,3,3,Skilled Manual,S,F,Bachelors,North America
1,46,80000,10+ Miles,1,3,3,3,Skilled Manual,S,F,Bachelors,North America
0,46,60000,2-5 Miles,1,1,0,0,Professional,M,M,Graduate Degree,North America
0,36,50000,2-5 Miles,1,2,4,4,Skilled Manual,S,F,Bachelors,North America
1,42,60000,0-1 Miles,0,2,2,4,Skilled Manual,S,M,Bachelors,North America
1,47,60000,2-5 Miles,1,2,2,4,Skilled Manual,S,M,Bachelors,North America
1,47,60000,0-1 Miles,1,2,2,4,Skilled Manual,M,M,Bachelors,North America
1,37,70000,0-1 Miles,1,2,2,4,Skilled Manual,S,F,Bachelors,North America
1,48,70000,2-5 Miles,1,2,2,4,Professional,S,M,Bachelors,North America
1,37,70000,0-1 Miles,0,2,2,4,Professional,S,M,Bachelors,North America
1,48,70000,2-5 Miles,1,2,2,4,Professional,M,M,Bachelors,North America
0,43,70000,0-1 Miles,0,1,0,0,Professional,S,F,Bachelors,North America
1,43,70000,2-5 Miles,1,1,0,0,Professional,S,M,Bachelors,North America
0,49,40000,0-1 Miles,1,2,3,4,Skilled Manual,M,M,High School,North America
1,49,70000,0-1 Miles,0,1,0,1,Professional,M,M,Bachelors,North America
0,50,40000,2-5 Miles,1,2,3,4,Skilled Manual,M,F,High School,North America
0,39,40000,10+ Miles,1,3,3,4,Skilled Manual,M,M,High School,North America
1,50,40000,0-1 Miles,0,2,2,4,Skilled Manual,M,F,High School,North America
1,50,40000,0-1 Miles,1,2,2,4,Skilled Manual,M,M,High School,North America
1,50,40000,2-5 Miles,1,2,2,4,Skilled Manual,M,F,High School,North America
1,50,40000,0-1 Miles,1,2,2,4,Skilled Manual,M,M,High School,North America
1,50,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,50,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,34,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,39,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,51,40000,2-5 Miles,1,2,2,4,Skilled Manual,S,F,High School,North America
0,45,40000,2-5 Miles,0,1,0,0,Professional,S,F,Bachelors,North America
0,51,40000,2-5 Miles,0,1,0,0,Professional,S,M,Bachelors,North America
1,45,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
0,38,50000,0-1 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
0,44,50000,2-5 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
1,44,50000,2-5 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
1,44,50000,2-5 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
1,44,50000,2-5 Miles,1,1,0,0,Skilled Manual,S,M,Partial College,North America
1,44,60000,2-5 Miles,0,1,0,0,Professional,S,M,Graduate Degree,North America
1,45,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,46,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
1,51,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,52,60000,2-5 Miles,1,0,3,4,Professional,S,F,Bachelors,North America
0,52,60000,2-5 Miles,1,0,3,4,Professional,M,F,Bachelors,North America
1,46,70000,0-1 Miles,1,1,0,1,Professional,M,M,Graduate Degree,North America
1,52,70000,10+ Miles,1,3,5,5,Professional,S,F,Graduate Degree,North America
1,52,80000,0-1 Miles,1,0,0,1,Professional,M,F,Graduate Degree,North America
1,53,80000,0-1 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
1,53,80000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
0,53,60000,2-5 Miles,1,1,2,3,Professional,S,M,Bachelors,North America
1,42,60000,0-1 Miles,1,1,0,1,Professional,M,F,Bachelors,North America
1,48,60000,2-5 Miles,1,1,0,1,Professional,M,F,Bachelors,North America
0,47,70000,2-5 Miles,1,0,4,5,Professional,M,F,Graduate Degree,North America
0,53,70000,2-5 Miles,1,1,4,5,Professional,M,M,Graduate Degree,North America
0,53,70000,2-5 Miles,1,2,4,5,Professional,M,F,Bachelors,North America
1,42,80000,0-1 Miles,1,1,4,4,Management,M,F,Graduate Degree,Pacific
1,42,90000,0-1 Miles,1,0,0,1,Management,M,M,Graduate Degree,Pacific
1,31,90000,0-1 Miles,0,0,0,1,Management,M,F,Graduate Degree,Pacific
1,42,100000,2-5 Miles,1,0,0,1,Management,M,F,Graduate Degree,Pacific
1,37,100000,0-1 Miles,1,0,0,1,Management,M,F,Graduate Degree,Pacific
1,43,60000,2-5 Miles,1,1,2,2,Professional,M,F,Bachelors,Pacific
1,43,60000,2-5 Miles,1,1,2,2,Professional,M,F,Bachelors,Pacific
0,43,70000,10+ Miles,1,3,5,5,Professional,S,F,Bachelors,Pacific
1,44,60000,2-5 Miles,1,1,2,2,Professional,S,M,Bachelors,Pacific
1,39,60000,2-5 Miles,1,1,2,2,Professional,S,F,Bachelors,Pacific
0,39,70000,10+ Miles,1,3,5,5,Professional,M,F,Bachelors,Pacific
0,33,70000,10+ Miles,1,3,5,5,Professional,M,F,Bachelors,Pacific
0,39,70000,10+ Miles,1,3,5,5,Professional,M,M,Bachelors,Pacific
0,44,70000,10+ Miles,1,4,5,5,Professional,M,F,Bachelors,Pacific
1,39,70000,10+ Miles,1,4,5,5,Professional,S,M,Bachelors,Pacific
0,45,80000,0-1 Miles,1,3,5,5,Management,S,M,Graduate Degree,Pacific
0,45,80000,0-1 Miles,1,3,5,5,Management,M,M,Graduate Degree,Pacific
0,34,80000,1-2 Miles,1,4,5,5,Professional,S,F,Bachelors,Pacific
0,36,60000,2-5 Miles,1,1,2,2,Professional,M,M,Bachelors,Pacific
0,46,60000,0-1 Miles,0,1,3,3,Professional,S,F,Bachelors,Pacific
0,40,60000,0-1 Miles,0,1,3,3,Professional,S,M,Bachelors,Pacific
1,43,70000,5-10 Miles,1,1,0,0,Professional,S,F,Bachelors,Pacific
0,37,70000,5-10 Miles,0,1,0,0,Professional,S,F,Bachelors,Pacific
0,43,80000,0-1 Miles,1,4,5,5,Professional,M,M,Bachelors,Pacific
0,43,80000,1-2 Miles,1,4,5,5,Professional,S,F,Bachelors,Pacific
1,40,70000,0-1 Miles,0,1,0,0,Professional,S,M,Bachelors,Pacific
0,46,70000,5-10 Miles,0,1,0,0,Professional,S,F,Bachelors,Pacific
0,47,60000,0-1 Miles,1,2,3,3,Professional,M,M,Bachelors,Pacific
0,41,60000,5-10 Miles,1,2,3,3,Professional,S,F,Bachelors,Pacific
0,47,60000,0-1 Miles,1,1,4,4,Professional,M,F,Bachelors,Pacific
0,41,60000,10+ Miles,1,3,4,4,Professional,S,M,Bachelors,Pacific
0,37,30000,2-5 Miles,1,1,0,0,Clerical,S,F,Partial College,Europe
0,31,20000,1-2 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
0,31,20000,1-2 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
0,32,30000,1-2 Miles,0,1,0,0,Clerical,M,F,Partial College,Europe
0,32,30000,2-5 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
0,33,30000,2-5 Miles,1,1,0,0,Manual,S,F,High School,Europe
0,33,30000,2-5 Miles,0,1,0,0,Manual,S,F,High School,Europe
0,33,30000,1-2 Miles,0,1,0,0,Manual,S,M,High School,Europe
0,38,30000,2-5 Miles,0,1,0,0,Manual,S,F,High School,Europe
0,38,30000,1-2 Miles,0,1,0,0,Manual,M,F,High School,Europe
1,38,40000,0-1 Miles,1,1,1,1,Skilled Manual,M,M,Bachelors,Europe
1,33,20000,1-2 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
0,39,30000,2-5 Miles,1,1,0,0,Manual,S,M,High School,Europe
1,39,40000,1-2 Miles,1,0,2,2,Clerical,S,M,Partial College,Europe
0,40,10000,0-1 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
1,40,20000,1-2 Miles,1,2,0,0,Manual,S,M,Partial High School,Europe
0,40,30000,2-5 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,41,40000,1-2 Miles,1,0,2,2,Clerical,S,M,Partial College,Europe
1,35,40000,1-2 Miles,1,1,2,2,Clerical,S,M,Partial College,Europe
1,35,40000,1-2 Miles,1,1,2,2,Clerical,S,F,Partial College,Europe
1,40,40000,1-2 Miles,1,1,2,2,Clerical,S,F,Partial College,Europe
1,35,40000,1-2 Miles,1,1,2,2,Clerical,S,M,Partial College,Europe
0,40,40000,0-1 Miles,1,1,2,2,Clerical,S,F,Partial College,Europe
0,41,50000,1-2 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,Europe
1,37,40000,1-2 Miles,1,1,3,3,Clerical,S,F,Partial College,North America
1,37,40000,1-2 Miles,1,1,3,3,Clerical,S,M,Partial College,North America
0,81,50000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Graduate Degree,North America
0,45,60000,0-1 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
0,40,60000,0-1 Miles,1,0,0,0,Skilled Manual,M,M,Graduate Degree,North America
1,45,60000,1-2 Miles,1,0,0,0,Skilled Manual,M,M,Graduate Degree,North America
1,34,60000,1-2 Miles,1,0,0,0,Skilled Manual,S,M,Graduate Degree,North America
0,45,60000,0-1 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,North America
1,52,30000,5-10 Miles,1,1,0,1,Skilled Manual,M,F,Bachelors,North America
1,52,30000,1-2 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,58,30000,1-2 Miles,1,1,0,1,Skilled Manual,M,F,Bachelors,North America
1,53,30000,1-2 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,58,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,58,30000,1-2 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,58,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,47,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,North America
1,58,30000,5-10 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,57,30000,10+ Miles,1,1,0,1,Clerical,M,M,High School,North America
1,50,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,45,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,56,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,56,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
1,56,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,45,80000,1-2 Miles,1,0,0,5,Skilled Manual,S,F,Graduate Degree,North America
0,55,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,50,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,49,40000,1-2 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
1,54,40000,1-2 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,54,40000,0-1 Miles,1,1,0,1,Clerical,M,F,Partial College,North America
0,54,40000,0-1 Miles,1,1,0,1,Clerical,M,M,Partial College,North America
0,42,80000,0-1 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,42,80000,0-1 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,53,80000,0-1 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,53,80000,1-2 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
1,47,80000,1-2 Miles,1,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
0,47,80000,1-2 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,53,80000,1-2 Miles,1,0,0,4,Skilled Manual,S,M,Graduate Degree,North America
0,52,60000,1-2 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,52,60000,1-2 Miles,1,0,0,4,Skilled Manual,S,F,Graduate Degree,North America
0,46,60000,0-1 Miles,0,0,0,4,Skilled Manual,M,M,Graduate Degree,North America
1,38,40000,0-1 Miles,1,0,0,0,Clerical,S,M,Graduate Degree,Europe
0,39,10000,0-1 Miles,1,0,3,3,Manual,S,F,High School,Europe
1,44,10000,0-1 Miles,1,1,3,3,Manual,S,M,Partial High School,Europe
1,44,20000,1-2 Miles,0,1,1,1,Manual,S,F,Partial College,Europe
0,44,20000,2-5 Miles,0,1,1,1,Manual,S,F,Partial College,Europe
0,44,20000,0-1 Miles,0,1,1,1,Manual,S,F,Partial College,Europe
0,44,20000,2-5 Miles,1,1,1,1,Manual,M,M,Partial College,Europe
0,38,20000,2-5 Miles,1,1,1,1,Manual,M,F,High School,Europe
0,44,30000,1-2 Miles,0,0,1,1,Clerical,S,F,Bachelors,Europe
1,45,10000,0-1 Miles,1,2,4,4,Manual,S,F,Partial High School,Europe
1,40,20000,1-2 Miles,0,1,1,1,Manual,S,F,High School,Europe
1,33,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Europe
1,33,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Europe
1,44,40000,0-1 Miles,1,0,0,0,Clerical,M,M,Bachelors,Europe
0,83,10000,0-1 Miles,0,2,0,4,Manual,M,F,High School,Europe
0,34,30000,2-5 Miles,1,1,1,1,Clerical,M,F,Bachelors,Europe
0,45,30000,2-5 Miles,1,1,1,1,Skilled Manual,M,F,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,M,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,45,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,M,Bachelors,Europe
1,46,20000,0-1 Miles,1,1,2,2,Manual,S,F,High School,Europe
1,46,20000,0-1 Miles,1,1,2,2,Manual,S,M,High School,Europe
1,41,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
0,47,10000,0-1 Miles,0,1,2,3,Manual,M,M,Partial High School,Europe
1,48,20000,0-1 Miles,0,2,2,2,Manual,M,F,High School,Europe
0,36,20000,0-1 Miles,1,0,3,3,Manual,S,F,High School,Europe
1,47,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,47,30000,0-1 Miles,0,0,2,2,Manual,M,M,Partial College,Europe
0,48,10000,0-1 Miles,1,2,2,3,Manual,S,F,Partial High School,Europe
0,48,10000,0-1 Miles,1,2,2,3,Manual,S,M,Partial High School,Europe
0,48,10000,0-1 Miles,1,2,2,3,Manual,S,M,Partial High School,Europe
0,48,20000,0-1 Miles,1,2,3,3,Manual,S,F,High School,Europe
0,42,20000,0-1 Miles,1,2,3,3,Manual,S,M,High School,Europe
0,48,20000,0-1 Miles,1,2,3,3,Manual,S,M,High School,Europe
0,45,40000,0-1 Miles,0,0,0,0,Professional,M,F,Bachelors,Europe
1,39,40000,0-1 Miles,1,0,0,0,Professional,M,M,Bachelors,Europe
1,45,40000,0-1 Miles,1,0,0,0,Professional,M,F,Bachelors,Europe
1,31,30000,0-1 Miles,0,0,2,2,Clerical,M,M,Partial College,Europe
1,46,30000,0-1 Miles,1,1,2,2,Clerical,S,F,Partial College,Europe
1,46,30000,0-1 Miles,1,2,2,2,Clerical,S,M,Partial College,Europe
1,47,30000,0-1 Miles,1,2,2,2,Clerical,S,F,Partial College,Europe
0,42,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
0,47,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,42,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,42,30000,0-1 Miles,1,2,2,2,Clerical,S,M,Partial College,Europe
